query_id,query,split,query_type,topic,intent_group,answer_summary,source_evidence,decision,reason,reviewer
test-043,Which spatial cue does a plain linear image classifier discard?,test,synonym,linear_classifiers,v2-linear-classifier-spatial-information-loss,"It discards information about which pixels are near each other, such as continuity of skin.","01_mit_introduction_classification.pdf, page 3: Consider, for example, how nearby pixels in face images relate to each other (e.g., continuity of skin). This information is completely lost.",accepted,Pitanje je jasno; jedan odlomak eksplicitno identifikuje izgubljenu prostornu blizinu piksela.,assistant
test-044,How can the SVM tradeoff parameter C be selected in the MIT notes?,test,direct,support_vector_machines,v2-svm-c-selection,C can be chosen by minimizing leave-one-out cross-validation error.,"02_mit_regularization_logistic_regression.pdf, page 1: the remaining parameter C could be set by cross-validation, i.e., by minimizing the leave-one-out cross-validation error.",accepted,Pitanje je specificno za MIT beleske; jedan odlomak eksplicitno daje izbor C pomocu leave-one-out validacije.,assistant
test-045,"If no SVM margin constraints are violated, what solution does the regularization penalty favor?",test,paraphrase,support_vector_machines,v2-svm-zero-hinge-loss-margin-selection,"Among zero-loss solutions, the penalty selects the classifier with the largest geometric margin.","02_mit_regularization_logistic_regression.pdf, page 2: when no margin constraints are violated (zero loss), the regularization penalty helps us select the solution with the largest geometric margin.",accepted,Pitanje je jasno; dva preklapajuca odlomka navode izbor najvece geometrijske margine.,assistant
test-046,"For calibrated 0.5 positive predictions, what observed frequency should appear?",test,synonym,probability_calibration,v2-probability-calibration-frequency,Roughly half of examples assigned a 0.5 positive probability should actually have the positive label.,"02_mit_regularization_logistic_regression.pdf, page 5: if we group together all the examples for which we predict positive label with probability 0.5, then roughly half of them should be labeled +1.",accepted,Pitanje je jasno; jedan odlomak direktno povezuje predikciju 0.5 sa polovinom pozitivnih oznaka.,assistant
test-047,"In the stated linear-response model, does output-noise variance vary with the input?",test,direct,linear_regression_assumptions,v2-homoscedastic-noise-assumption,No. The model assumes output-noise variance is independent of the input.,"03_mit_linear_regression_bias_variance.pdf, page 1: the noise variance σ2 in the model does not depend on the input x.",accepted,"Pitanje je jasno; jedan odlomak eksplicitno odgovara, a drugi daje isti homoskedasticki model u formuli.",assistant
test-048,"Under Gaussian linear regression, what error objective yields the maximum-likelihood weights and intercept?",test,paraphrase,linear_regression_estimation,v2-gaussian-mle-mse-equivalence,The maximum-likelihood weight and intercept estimates are obtained by minimizing mean squared error.,"03_mit_linear_regression_bias_variance.pdf, page 2: we can ﬁnd the maximizing θˆ and θˆ0 by simply minimizing the mean squared error",accepted,Pitanje je jasno; prozni i jednacinski odlomak oba podrzavaju minimizaciju kvadratne greske.,assistant
test-049,What efficiency goal does active experiment design pursue when selecting training inputs?,test,synonym,active_learning,v2-active-learning-response-efficiency,It aims to require as few responses or labels as possible without sacrificing estimation accuracy.,"03_mit_linear_regression_bias_variance.pdf, page 10: The goal is to get by with as few responses as possible without sacriﬁcing the estimation accuracy.",accepted,Pitanje je jasno; jedan odlomak eksplicitno formulise cilj efikasnosti aktivnog dizajna.,assistant
test-050,What is the validation set used for before the final test-set check?,test,direct,dataset_splitting,v2-validation-set-workflow-role,It performs initial evaluation during training and guides repeated model development before the test set is used for confirmation.,"04_google_training_validation_test.txt, page None: A validation set performs the initial testing on the model as it is being trained. Use the validation set to evaluate results from the training set.",accepted,Pitanje je jasno; dva odlomka objasnjavaju pocetnu evaluaciju tokom razvoja pre test provere.,assistant
test-051,Why do repeatedly consulted validation and test sets eventually become less trustworthy?,test,paraphrase,dataset_splitting,v2-holdout-set-wearout,Repeatedly using the same held-out data to make model decisions reduces confidence that performance will transfer to new data.,"04_google_training_validation_test.txt, page None: the more you use the same data to make decisions about hyperparameter settings or other model improvements, the less confidence that the model will make good predictions on new data.",accepted,Pitanje je jasno i izvori direktno objasnjavaju slabljenje pouzdanosti ponovo koriscenih skupova.,assistant
test-052,Where must a training-time feature transform also be applied?,test,synonym,data_preprocessing,v2-consistent-feature-transform-across-splits,"The same transform must be used for validation, test, and real-world data.","04_google_training_validation_test.txt, page None: When you transform a feature in your training set, you must make the same transformation in the validation set, test set, and real-world dataset.",accepted,Pitanje je precizno; jedan kandidat izricito nabraja sva mesta primene transformacije.,assistant
test-053,What should be done when held-out examples duplicate training examples?,test,direct,data_leakage,v2-remove-cross-split-duplicates,Delete duplicates from validation and test sets so evaluation uses genuinely new examples.,"04_google_training_validation_test.txt, page None: delete any examples in the validation set or test set that are duplicates of examples in the training set. The only fair test of a model is against new examples, not duplicates.",accepted,"Pitanje trazi konkretnu radnju, a jedan izvor je navodi bez nedostajucih premisa.",assistant
test-054,Why are MAE and RMSE often easier for people to interpret than MSE or total L2 loss?,test,paraphrase,regression_loss,v2-loss-unit-interpretability,MAE and RMSE express error on the same scale as the predicted value.,"05_google_linear_loss.txt, page None: they tend to be more human-interpretable, as they measure error using the same scale as the model's predicted value.",accepted,Pitanje je valjano i pokriveno objasnjenjem jedinica/skale greske.,assistant
test-055,How should per-example losses be combined for a batch when using MAE or MSE?,test,synonym,regression_loss,v2-average-batch-losses,Take the mean of the individual-example losses across the batch rather than their sum.,"05_google_linear_loss.txt, page None: When processing multiple examples at once, we recommend averaging the losses across all the examples",accepted,Pitanje je jasno i izvor izricito propisuje agregaciju gubitaka.,assistant
test-056,What optimization benefit does the lesson associate with MSE?,test,direct,regression_loss,v2-mse-smooth-rmse-units,The lesson notes that MSE's mathematical properties often make optimization smoother.,"05_google_linear_loss.txt, page None: The mathematical properties of MSE often make optimization smoother. Root Mean Squared Error (RMSE) is often used to get the error back into the same units as the label.",accepted,Pitanje je jednoznacno i dva preklapajuca odlomka navode istu optimizacionu korist.,assistant
test-057,What happens to loss when training continues after convergence?,test,paraphrase,gradient_descent,v2-post-convergence-loss-fluctuation,Loss fluctuates slightly as parameter updates move around their lowest values.,"06_google_gradient_descent.txt, page None: If the model continues to train past convergence, loss begins to fluctuate in small amounts as the model continually updates the parameters around their lowest values.",accepted,Pitanje jasno odvaja stanje posle konvergencije i jedan kandidat ga direktno opisuje.,assistant
test-058,What geometric property do loss functions for linear models have?,test,synonym,gradient_descent,v2-convex-loss-global-minimum,Loss functions for linear models produce a convex surface.,"06_google_gradient_descent.txt, page None: The loss functions for linear models always produce a convex surface.",accepted,Geometrijska osobina je jasno trazena i direktno je navedena kao konveksnost.,assistant
test-059,Why can zero training loss be a warning sign rather than an ideal outcome?,test,direct,overfitting,v2-zero-loss-overfitting-warning,"Zero loss means every data point is fit exactly, which commonly indicates an overly complex model.","06_google_gradient_descent.txt, page None: A loss of 0 would mean that the model fits every data point exactly, which is usually a sign of overfitting (i.e., the model is too complex/powerful).",accepted,Pitanje je valjano; kandidat direktno povezuje nulti trening gubitak sa overfittingom.,assistant
test-060,What event does batch size count examples up to?,test,paraphrase,batch_training,v2-batch-size-update-boundary,Batch size is the number of examples processed before weights and bias are updated.,"07_google_hyperparameters.txt, page None: Batch size is a hyperparameter that refers to the number of examples the model processes before updating its weights and bias.",accepted,Pitanje ima jasan referent: batch size broji primere do azuriranja parametara.,assistant
test-061,"How many examples does SGD use per iteration, and what training characteristic results?",test,synonym,batch_training,v2-sgd-random-singleton-noise,"Each SGD iteration uses one example, producing noisy training.","07_google_hyperparameters.txt, page None: Stochastic gradient descent uses only a single example (a batch size of one) per iteration. Given enough iterations, SGD works but is very noisy.",accepted,"Pitanje trazi broj primera i posledicu, a jedan odlomak daje oba.",assistant
test-062,How does mini-batch SGD form one parameter update?,test,direct,batch_training,v2-mini-batch-random-gradient-average,"It randomly selects a batch, averages the examples' gradients, and updates weights and bias once.","07_google_hyperparameters.txt, page None: The model chooses the examples included in each batch at random, averages their gradients, and then updates the weights and bias once per iteration.",accepted,"Pitanje je jasno; jedan kandidat opisuje izbor, agregaciju i azuriranje.",assistant
test-063,What does a spam model's logistic output of 0.932 mean?,test,paraphrase,logistic_regression,v2-logistic-output-probability-interpretation,It represents a 93.2 percent probability that the email is spam.,"08_google_sigmoid.txt, page None: if a spam-prediction model takes an email as input and outputs a value of 0.932, this implies a 93.2% probability that the email is spam.",accepted,Numericka interpretacija izlaza je jasno trazena i dostupna direktno ili prostim skaliranjem.,assistant
test-064,How is a linear score converted into a logistic-regression probability?,test,synonym,logistic_regression,v2-linear-score-sigmoid-transform,The linear output z is passed through the sigmoid function to produce a probability between zero and one.,"08_google_sigmoid.txt, page None: the z value is then passed to the sigmoid function, yielding a value (a probability) between 0 and 1",accepted,Pitanje je precizno i kandidati jasno opisuju sigmoidnu transformaciju linearnog skora.,assistant
test-065,What ratio is logged to define the log-odds z?,test,direct,logistic_regression,v2-log-odds-definition,z is the natural logarithm of the ratio between outcome probabilities y and one minus y.,"08_google_sigmoid.txt, page None: z is defined as the natural logarithm of the ratio of the probabilities of the two possible outcomes: y and 1 – y.",accepted,Pitanje je dobro definisano i dva citljiva izvora daju odnos y prema 1-y.,assistant
test-066,How are true labels y and predicted probabilities p combined in the binary Log Loss formula?,test,paraphrase,logistic_loss,v2-binary-log-loss-formula,"It is the negative mean of y*log(p) + (1-y)*log(1-p) over the labeled examples, equivalently the mean negative log probability of the correct class.","09_google_logistic_loss.txt, page None: $\text{Log Loss} = -\frac{1}{N}\sum_{i=1}^{N} [y_i\log(y_i') + (1 - y_i)\log(1 - y_i')]$",accepted,Pitanje je jasno i citljiva formula neposredno daje oba label-weighted clana.,assistant
test-067,Where is the sigmoid response most sensitive to a small change in log-odds?,test,synonym,logistic_loss,v2-sigmoid-local-rate-of-change,"Small changes in z have their largest output effect when z is near zero, not at large positive or negative values.","09_google_logistic_loss.txt, page None: When the log-odds ($z$) value is closer to 0, small increases in $z$ result in much larger changes to $y$ than when $z$ is a large positive or negative number.",accepted,Pitanje o lokalnoj osetljivosti je jasno i izvor eksplicitno poredi oblast oko nule sa ekstremima.,assistant
test-068,Is a score exactly equal to the classification threshold always assigned the same class?,test,direct,classification_thresholds,v2-threshold-equality-implementation,No. Equality handling is implementation-dependent; Keras assigns the negative class.,"10_google_thresholds.txt, page None: The Keras library predicts the negative class if the score and threshold are equal, but other tools/frameworks may handle this case differently.",accepted,"Pitanje je smisleno jer tretman jednakosti zaista zavisi od implementacije, sto izvor direktno navodi.",assistant
test-069,What does each row total represent in the lesson's confusion matrix?,test,paraphrase,confusion_matrix,v2-confusion-matrix-row-totals,Each row totals a predicted class: either all predicted positives or all predicted negatives.,"10_google_thresholds.txt, page None: the total in each row gives all predicted positives (TP + FP) and all predicted negatives (FN + TN), regardless of validity.",accepted,Pitanje je nedvosmisleno uz orijentaciju matrice i jedan kandidat daje oba zbira.,assistant
test-070,Why can a classifier's probability score not be treated as the actual outcome?,test,synonym,confusion_matrix,v2-score-versus-ground-truth,"A score is a prediction, while ground truth can combine with the binary prediction to produce four possible outcomes.","10_google_thresholds.txt, page None: The probability score is not reality, or ground truth. There are four possible outcomes for each output from a binary classifier.",accepted,Pitanje valjano razlikuje predvidjeni skor od ground truth-a; relevantan izvor to izricito kaze.,assistant
test-071,"Do accuracy, recall, and precision stay fixed when the decision threshold changes?",test,direct,classification_metrics,v2-metrics-threshold-dependence,No. These metrics are computed at a fixed threshold and change as the threshold changes.,"11_google_classification_metrics.txt, page None: All of the metrics in this section are calculated at a single fixed threshold, and change when the threshold changes",accepted,Pitanje je jasno i dva preklapajuca kandidata izricito kazu da metrike nisu fiksne.,assistant
test-072,What fraction does the false-alarm rate measure?,test,paraphrase,classification_metrics,v2-false-positive-rate-definition,False positive rate is the fraction of actual negatives incorrectly classified as positive.,"11_google_classification_metrics.txt, page None: The false positive rate (FPR) is the proportion of all actual negatives that were classified incorrectly as positives, also known as the probability of false alarm.",accepted,Pitanje je precizna definicija i izvori daju opsti razlomak i konkretan spam ekvivalent.,assistant
test-073,Why might a classification metric evaluate to not-a-number?,test,synonym,classification_metrics,v2-metric-nan-zero-denominator,"A metric becomes NaN when its denominator is zero, such as precision when both true and false positives are zero.","11_google_classification_metrics.txt, page None: NaN, or ""not a number,"" appears when dividing by 0, which can happen with any of these metrics.",accepted,Pitanje je jasno; dva odlomka objasnjavaju nulti imenilac i daju precision primer.,assistant
test-074,"When precision and recall differ greatly, which one does F1 resemble?",test,direct,classification_metrics,v2-f1-worse-metric-behavior,F1 is close to whichever of precision and recall is worse.,"11_google_classification_metrics.txt, page None: When precision and recall are far apart, F1 will be similar to whichever metric is worse.",accepted,"Pitanje je valjano; odgovor je eksplicitan, a moze se dobiti i iz date formule harmonijske sredine.",assistant
test-075,What ROC shape and AUC characterize a binary classifier performing like coin flips?,test,paraphrase,roc_auc,v2-random-classifier-roc-auc,Random performance produces a diagonal ROC from zero-zero to one-one and an AUC of 0.5.,"12_google_roc_auc.txt, page None: a model that does exactly as well as random guesses or coin flips has a ROC that is a diagonal line from (0,0) to (1,1). The AUC is 0.5",accepted,Pitanje je precizno i jedan kandidat daje i oblik ROC krive i numericku AUC vrednost.,assistant
test-076,Which curve may compare classifiers better when classes are highly skewed?,test,synonym,roc_auc,v2-pr-curve-imbalanced-data,A precision-recall curve and its area may be more informative for imbalanced data.,"12_google_roc_auc.txt, page None: When the dataset is imbalanced, precision-recall curves (PRCs) and the area under those curves may offer a better comparative visualization of model performance.",accepted,"Pitanje je jasno, a relevantni pasusi identifikuju precision-recall krivu kao bolji prikaz za neuravnotezene klase.",assistant
test-077,Where on an ROC curve is the range of best-performing thresholds located?,test,direct,roc_auc,v2-roc-best-threshold-region,The points nearest to coordinates zero false-positive rate and one true-positive rate represent the best-performing threshold range.,"12_google_roc_auc.txt, page None: The points on a ROC curve closest to (0,1) represent a range of the best-performing thresholds for the given model.",accepted,Pitanje je jasno i jedan pasus eksplicitno locira najbolji raspon pragova.,assistant
test-078,"In the course's feature-vector representation, what numeric type is used for each value?",test,paraphrase,feature_vectors,v2-feature-vector-floating-point-values,The course represents feature-vector values as floating-point numbers.,"13_google_feature_vectors.txt, page None: Every value in a feature vector must be a floating-point value.",accepted,Pitanje je jednoznacno i direktno podrzano.,assistant
test-079,What does bucketing do to a numerical feature?,test,synonym,feature_engineering,v2-binning-numerical-ranges,"Bucketing, or binning, converts numerical values into buckets representing ranges.","13_google_feature_vectors.txt, page None: Binning (also referred to as bucketing): Converting numerical values into buckets of ranges.",accepted,Pitanje je jasno i definicija bucketinga je eksplicitna.,assistant
test-080,How can unequal feature scales slow gradient descent?,test,direct,normalization,v2-normalization-prevents-gradient-bounce,"Different ranges can make gradient descent bounce, delaying convergence; normalization puts features on comparable scales.","14_google_normalization.txt, page None: When different features have different ranges, gradient descent can ""bounce"" and slow convergence.",accepted,Pitanje je jasno i uzrocni mehanizam je direktno naveden.,assistant
test-081,Why is a single NaN value dangerous inside a model?,test,paraphrase,normalization,v2-nan-trap-propagation,A single NaN can propagate until other numbers in the model also become NaN.,"14_google_normalization.txt, page None: When one number in the model becomes a NaN, other numbers in the model also eventually become a NaN.",accepted,Pitanje je jasno i opasnost propagacije NaN-a je direktno opisana.,assistant
test-082,What does a Z-score of +2 say about an observation's distance above the average?,test,synonym,normalization,v2-zscore-distance-interpretation,The observation is two standard deviations above the mean.,"14_google_normalization.txt, page None: a value that is 2 standard deviations greater than the mean has a Z-score of +2.0.",accepted,Pitanje je jasno; direktna definicija i formula daju isti odgovor.,assistant
test-083,What distribution and stability conditions make linear scaling a good choice?,test,direct,normalization,v2-linear-scaling-conditions,"Use linear scaling when bounds are stable, outliers are few and mild, and values are roughly uniform over the range.","14_google_normalization.txt, page None: The lower and upper bounds of your data don't change much over time. The feature contains few or no outliers, and those outliers aren't extreme. The feature is approximately uniformly distributed across its range.",accepted,Pitanje je jasno i svi trazeni uslovi su zajedno navedeni u jednom pasusu.,assistant
test-084,How does vocabulary encoding let a model treat categories differently?,test,paraphrase,categorical_encoding,v2-vocabulary-category-specific-weights,It makes each category a separate feature so training can learn a different weight for each.,"15_google_one_hot_encoding.txt, page None: With a vocabulary encoding, the model treats each possible categorical value as a separate feature. During training, the model learns different weights for each category.",accepted,Pitanje je jasno i relevantni pasus objasnjava odvojene feature-e i tezine po kategoriji.,assistant
test-085,"What does a sparse one-hot representation store, and what form does the model train on?",test,synonym,categorical_encoding,v2-sparse-storage-versus-training-vector,"Sparse storage records the nonzero position, but the model trains on the one-hot vector itself.","15_google_one_hot_encoding.txt, page None: the sparse representation consumes far less memory than the eight-element one-hot vector. Importantly, the model must train on the one-hot vector, not the sparse representation.",accepted,Pitanje je jasno; dva pasusa zajedno ili neposredno navode obe trazene cinjenice.,assistant
test-086,What does the hashing trick map a category to?,test,direct,categorical_encoding,v2-categorical-hashing-bucket-map,It maps a category to a small integer identifying the bucket that will contain it.,"15_google_one_hot_encoding.txt, page None: hashing maps a category (for example, a color) to a small integer—the number of the ""bucket"" that will hold that category.",accepted,Pitanje je jasno i relevantni pasusi opisuju mapiranje kategorije u mali celobrojni bucket indeks.,assistant
test-087,When can a small dataset still produce good results through model adaptation?,test,paraphrase,data_quantity,v2-small-data-pretrained-adaptation,A small dataset can work when adapting a model already trained on much more data with the same schema.,"16_google_data_characteristics.txt, page None: It's possible to get good results from a small dataset if you are adapting an existing model already trained on large quantities of data from the same schema.",accepted,Pitanje je jasno i uslov uspesne adaptacije malog skupa je eksplicitno naveden.,assistant
test-088,How does the course define dataset quality in practical terms?,test,synonym,data_quality,v2-pragmatic-data-quality-definition,"High-quality data helps a model achieve its goal, while low-quality data obstructs that goal.","16_google_data_characteristics.txt, page None: A high-quality dataset helps your model accomplish its goal. A low quality dataset inhibits your model from accomplishing its goal.",accepted,Pitanje je jasno i kurska pragmaticna definicija je eksplicitna.,assistant
test-089,How can an external formal schema help detect unreliable data automatically?,test,direct,data_quality,v2-schema-tests-flag-invalid-values,Unit tests based on a formal schema can flag feature values outside defined ranges.,"16_google_data_characteristics.txt, page None: unit tests that define or rely on an external formal data schema can flag values that fall outside of a defined range.",accepted,Pitanje je jasno i automatizovana provera prema semi je direktno opisana.,assistant
test-090,What extra metadata should accompany an imputed feature?,test,paraphrase,missing_data,v2-imputation-indicator-feature,Add a Boolean column indicating whether each value of that feature was imputed.,"16_google_data_characteristics.txt, page None: add an extra Boolean column to the dataset that indicates whether a particular feature's value is imputed.",accepted,Pitanje je jasno; relevantni pasusi traze indikator da li je vrednost imputirana.,assistant
test-091,What determines whether a proxy label makes a useful model?,test,synonym,labels,v2-proxy-label-connection-strength,Its usefulness depends on how strongly the proxy label is connected to the prediction actually wanted.,"17_google_labels.txt, page None: Models that use proxy labels are only as useful as the connection between the proxy label and the prediction.",accepted,Pitanje je jasno i korisnost proxy labele je direktno vezana za njenu povezanost sa ciljem.,assistant
test-092,"In the label lesson, when can a proxy be needed even though the desired direct label exists?",test,direct,labels,v2-direct-label-numeric-representation-limit,The lesson recommends a proxy when the desired direct label cannot be represented easily as a floating-point number in its modeling setup.,"17_google_labels.txt, page None: Sometimes, a direct label exists but can't be easily represented as a floating-point number. In this case, use a proxy label.",accepted,Pitanje je jasno i pasus eksplicitno daje slucaj kada direktna labela postoji ali proxy ipak treba.,assistant
test-093,What check does the lesson recommend for human-generated labels?,test,paraphrase,labels,v2-audit-human-raters,"Label a sample yourself, compare it with raters' labels, and investigate discrepancies without assuming your own labels are correct.","17_google_labels.txt, page None: Always double-check your human raters. For example, label 1000 examples yourself, and see how your results match other raters' results.",accepted,Pitanje je jasno i preporucena provera anotatora je eksplicitna.,assistant
test-094,How does underfitting reveal itself on the training data?,test,synonym,overfitting,v2-underfitting-training-performance,An underfit model performs poorly even on its training examples.,"18_google_overfitting.txt, page None: An underfit model doesn't even make good predictions on the training data.",accepted,Pitanje je jasno i underfitting je direktno opisan kroz los rezultat na trening podacima.,assistant
test-095,What two broad conditions cause overfitting according to the lesson?,test,direct,overfitting,v2-overfitting-two-causes,Overfitting arises when training data does not represent real life or when the model is too complex.,"18_google_overfitting.txt, page None: The training set doesn't adequately represent real life data (or the validation set or test set). The model is too complex.",accepted,Pitanje je jasno i dva siroka uzroka su eksplicitno navedena.,assistant
test-096,What do independence and stationarity require of training examples?,test,paraphrase,generalization,v2-iid-stationarity-conditions,"Examples must not influence each other, and the data-generating distribution should not change significantly over time.","18_google_overfitting.txt, page None: your examples can't influence each other. The dataset is stationary, meaning the dataset doesn't change significantly over time.",accepted,Pitanje je jasno; nezavisnost i stacionarnost su obe neposredno definisane.,assistant
test-097,How can a recommendation model create a feedback loop in train-ticket prices?,test,synonym,generalization,v2-prediction-feedback-loop,"Riders act on the recommendation, reducing available seats and causing the company to raise prices, so predictions alter the environment.","18_google_overfitting.txt, page None: the train company raises prices because fewer seats are now available. Riders using the model's recommendation have altered prices.",accepted,Pitanje je jasno i feedback loop je direktno demonstriran.,assistant
test-098,Why can one large weight dominate an L2 complexity penalty?,test,direct,l2_regularization,v2-l2-large-weight-dominance,"L2 squares weights, so values near zero contribute little while a large weight can contribute most of total complexity.","19_google_l2_regularization.txt, page None: weights close to zero don't affect L2 regularization much, but large weights can have a huge impact.",accepted,Pitanje je jasno; formula i numericki primer pokazuju dominaciju zbog kvadriranja.,assistant
test-099,Does the lesson describe L2 as shrinking weights or as forcing them to exact zeros?,test,paraphrase,l2_regularization,v2-l2-shrinkage-not-zero,The lesson describes L2 as encouraging weights toward zero rather than forcing exact-zero weights.,"19_google_l2_regularization.txt, page None: L2 regularization encourages weights toward 0, but never pushes weights all the way to zero.",accepted,Pitanje je jasno i pasus eksplicitno razlikuje priblizavanje nuli od tacnog nuliranja.,assistant
test-100,"When regularization overwhelms the learning step size, what prediction problem does the lesson warn about?",test,synonym,l2_regularization,v2-learning-regularization-rate-balance,The lesson warns that weights may become too weak and yield poor predictions when regularization is high relative to the learning rate.,"19_google_l2_regularization.txt, page None: If the regularization rate is high with respect to the learning rate, the weak weights tend to produce a model that makes poor predictions.",accepted,Pitanje je jasno i dva pasusa direktno upozoravaju na slabe tezine i lose predikcije.,assistant
